speed,tension,temperature,load,vibration,motor_current,acoustic,em_signal,damage_risk,failure_within_30d,damage_type,severity,health_grade,tension_speed_ratio,temp_load_ratio,vibration_current_ratio
3.04,78.47,45.5,1655.0,2.41,196.82,50.9,0.38,3.28,0,none,low,A,25.8,27.5,1.23
2.38,109.32,72.86,1828.0,13.2,275.18,85.72,0.859,76.86,1,joint_rupture,critical,F,46.01,39.85,4.8
0.71,125.89,72.01,883.0,13.95,279.2,92.55,0.602,91.41,1,splice_failure,high,F,177.79,81.6,5.0
4.0,82.57,46.47,2802.0,4.08,164.05,56.8,0.315,24.33,0,none,low,B,20.62,16.59,2.48
3.02,71.88,36.27,3141.0,1.04,186.54,52.57,0.116,11.26,0,none,low,B,23.77,11.55,0.56
3.88,87.64,39.47,1749.0,5.81,200.87,62.61,0.124,1.18,0,none,low,A,22.59,22.57,2.89
3.47,80.36,48.59,2414.0,2.45,194.95,47.57,0.283,14.21,0,none,low,B,23.15,20.13,1.26
1.13,115.29,82.72,1742.0,13.39,316.18,76.14,0.965,61.92,1,tear,critical,D,102.28,47.48,4.23
4.45,77.06,34.14,2310.0,5.99,154.4,58.31,0.125,3.86,0,none,low,A,17.32,14.78,3.88
4.28,76.47,34.96,1674.0,2.52,227.32,66.73,0.2,14.27,0,none,low,B,17.88,20.89,1.11
4.12,113.45,46.83,2323.0,9.8,232.25,60.26,0.377,40.75,0,abrasion,low,C,27.53,20.16,4.22
3.58,101.0,53.11,2338.0,9.89,251.2,68.97,0.481,32.95,0,edge_damage,low,C,28.24,22.71,3.94
5.48,85.28,36.16,3044.0,1.85,180.76,52.98,0.23,19.54,0,none,low,B,15.57,11.88,1.02
4.99,84.41,35.53,3120.0,2.19,167.95,56.6,0.178,0.23,0,none,low,A,16.93,11.39,1.3
4.28,81.14,49.27,2642.0,5.32,161.16,58.09,0.36,14.58,0,none,low,B,18.97,18.65,3.3
2.68,98.74,52.89,3734.0,6.22,258.0,77.25,0.374,37.18,1,abrasion,medium,C,36.77,14.16,2.41
4.32,87.19,34.02,2973.0,1.26,153.94,53.88,0.206,7.89,0,none,low,A,20.21,11.44,0.82
3.8,74.81,34.81,3450.0,3.06,185.58,58.26,0.395,6.04,0,none,low,A,19.68,10.09,1.65
4.79,85.18,29.95,2854.0,1.32,197.69,62.01,0.163,21.04,0,none,low,B,17.78,10.49,0.67
5.11,81.51,32.79,1768.0,5.77,155.81,49.58,0.204,15.51,0,none,low,B,15.95,18.55,3.7
3.31,77.24,33.25,1927.0,3.06,206.32,50.0,0.21,9.77,0,none,low,A,23.31,17.26,1.48
2.5,107.25,61.7,1180.0,11.4,285.41,90.55,0.929,92.1,1,tear,critical,F,42.89,52.28,3.99
4.59,94.82,45.11,1952.0,1.88,219.3,55.22,0.141,21.56,0,none,low,B,20.66,23.11,0.86
2.77,125.55,61.31,925.0,14.12,287.2,84.16,0.698,76.39,1,splice_failure,high,F,45.26,66.26,4.92
4.45,92.23,40.52,2763.0,3.59,154.09,50.36,0.248,7.76,0,none,low,A,20.73,14.66,2.33
4.26,78.07,33.68,2428.0,1.67,224.22,64.96,0.312,2.66,0,none,low,A,18.32,13.87,0.74
2.42,103.42,76.1,1801.0,14.2,295.25,84.17,0.764,61.31,1,tear,high,F,42.75,42.25,4.81
3.74,76.63,37.5,3498.0,2.1,158.26,58.46,0.247,13.1,0,none,low,B,20.48,10.72,1.33
3.67,92.77,37.58,1758.0,4.71,201.45,52.26,0.286,5.5,0,none,low,A,25.29,21.38,2.34
5.25,73.34,36.51,3142.0,5.85,186.31,56.66,0.272,23.31,0,none,low,B,13.97,11.62,3.14
3.37,98.92,60.78,3206.0,8.27,259.89,61.35,0.367,39.28,0,edge_damage,low,C,29.32,18.96,3.18
4.7,91.98,39.31,2578.0,2.28,211.43,62.29,0.277,5.32,0,none,low,A,19.56,15.25,1.08
3.16,84.82,46.15,3217.0,3.32,212.74,66.78,0.183,9.95,0,none,low,A,26.84,14.35,1.56
4.33,114.43,58.24,3634.0,8.75,241.97,65.52,0.317,37.01,0,abrasion,medium,C,26.44,16.03,3.62
5.17,92.27,37.88,2419.0,1.38,203.66,63.89,0.173,10.53,0,none,low,B,17.83,15.66,0.68
1.11,116.52,64.81,922.0,17.2,307.44,90.2,0.524,92.06,1,tear,high,F,105.16,70.28,5.59
4.71,88.83,44.0,3239.0,1.95,182.09,66.8,0.219,3.12,0,none,low,A,18.86,13.58,1.07
3.27,75.07,49.96,2583.0,2.42,229.58,67.23,0.232,6.51,0,none,low,A,22.93,19.35,1.05
2.22,126.79,77.24,1141.0,15.24,271.41,90.18,0.81,62.94,1,tear,critical,D,57.18,67.72,5.62
2.05,123.44,77.58,1801.0,9.51,302.33,92.02,0.643,84.34,1,tear,high,F,60.34,43.07,3.14
4.08,108.24,49.35,3242.0,5.24,229.01,60.26,0.576,59.16,0,splice_wear,low,C,26.54,15.22,2.29
5.24,84.35,35.72,3165.0,3.47,222.93,66.34,0.15,0.06,0,none,low,A,16.1,11.28,1.56
0.64,124.99,71.45,1111.0,16.91,263.77,93.95,0.603,83.32,1,bearing_failure,critical,D,195.72,64.32,6.41
1.25,105.65,67.59,912.0,10.29,257.33,83.46,0.898,65.37,0,splice_failure,high,F,84.25,74.15,4.0
0.72,107.11,64.12,950.0,12.29,266.06,79.37,0.527,60.67,0,joint_rupture,high,D,149.39,67.53,4.62
2.58,129.75,64.09,1630.0,15.07,318.6,94.71,0.843,69.26,1,splice_failure,high,D,50.27,39.32,4.73
1.62,114.68,65.44,894.0,14.16,256.88,83.99,0.97,96.21,1,tear,high,F,70.75,73.21,5.51
3.67,92.81,41.93,2942.0,2.29,207.55,45.65,0.213,15.67,0,none,low,B,25.29,14.25,1.1
5.06,75.88,42.35,2310.0,3.98,158.6,45.39,0.373,6.74,0,none,low,A,15.0,18.33,2.51
1.03,107.96,76.57,1959.0,17.24,285.2,90.9,0.568,97.14,1,bearing_failure,high,F,104.96,39.1,6.05
3.53,89.54,32.48,2021.0,1.46,181.95,54.64,0.254,17.72,0,none,low,B,25.34,16.07,0.8
2.61,85.56,47.87,3316.0,8.64,247.19,64.39,0.392,41.91,0,edge_damage,medium,C,32.8,14.44,3.49
4.01,100.0,47.56,3164.0,6.5,202.06,71.43,0.558,37.07,0,abrasion,medium,C,24.96,15.03,3.22
1.12,127.31,63.86,1552.0,9.26,295.06,80.54,0.725,73.12,0,joint_rupture,critical,F,113.46,41.14,3.14
5.4,91.29,47.0,2314.0,4.81,161.51,45.2,0.106,14.67,0,none,low,B,16.91,20.32,2.98
4.3,70.19,37.3,2936.0,3.21,208.58,50.36,0.344,14.71,0,none,low,B,16.34,12.7,1.54
3.59,85.7,46.26,2331.0,2.29,219.36,60.39,0.234,12.2,0,none,low,B,23.86,19.84,1.04
4.57,78.97,49.9,2460.0,3.43,195.27,66.09,0.34,11.28,0,none,low,B,17.29,20.28,1.76
1.73,105.77,71.6,1095.0,17.23,273.48,94.05,0.767,84.0,1,splice_failure,critical,D,61.11,65.39,6.3
5.32,81.47,32.0,2105.0,1.25,187.46,64.62,0.38,23.32,0,none,low,B,15.3,15.2,0.67
3.96,70.71,46.81,2218.0,4.16,207.19,54.89,0.192,24.06,0,none,low,B,17.88,21.11,2.01
3.46,114.19,45.1,2825.0,5.5,230.55,60.44,0.422,32.72,0,splice_wear,low,C,33.01,15.96,2.39
2.09,101.25,65.17,1910.0,12.3,257.25,89.05,0.65,70.22,1,splice_failure,high,F,48.49,34.12,4.78
3.4,89.75,41.56,1590.0,4.11,174.71,53.48,0.331,20.27,0,none,low,B,26.4,26.14,2.35
5.37,80.16,44.98,2468.0,5.49,222.62,47.01,0.381,20.64,0,none,low,B,14.93,18.23,2.47
4.11,110.5,50.78,3905.0,5.25,208.99,69.68,0.473,47.58,0,splice_wear,low,C,26.89,13.01,2.51
3.04,84.17,48.51,2832.0,5.11,151.06,57.47,0.238,12.47,0,none,low,B,27.73,17.13,3.38
4.71,82.58,44.83,2471.0,1.75,201.86,48.96,0.362,15.33,0,none,low,B,17.53,18.15,0.87
5.41,82.96,29.6,2754.0,2.27,214.3,63.81,0.394,12.55,0,none,low,B,15.35,10.75,1.06
4.88,73.31,40.03,2592.0,1.45,183.44,64.63,0.357,2.48,0,none,low,A,15.01,15.44,0.79
3.66,91.87,30.84,2940.0,1.51,199.85,53.19,0.337,5.84,0,none,low,A,25.12,10.49,0.75
3.59,87.84,47.22,1754.0,5.33,197.49,47.92,0.228,4.02,0,none,low,A,24.47,26.93,2.7
0.76,115.18,80.37,1923.0,13.62,316.52,85.71,0.697,92.23,1,tear,critical,D,150.67,41.78,4.3
3.14,83.85,40.93,3369.0,4.63,223.42,65.89,0.281,13.19,0,none,low,B,26.72,12.15,2.07
5.45,89.33,30.34,3057.0,1.85,185.79,49.84,0.307,21.93,0,none,low,B,16.4,9.92,1.0
3.21,77.46,42.79,2158.0,2.39,164.75,56.44,0.183,18.28,0,none,low,B,24.17,19.83,1.45
4.66,75.94,38.76,2072.0,4.61,225.62,66.09,0.275,11.57,0,none,low,B,16.3,18.71,2.04
0.96,124.63,70.72,1027.0,11.54,268.73,85.38,0.617,64.7,0,splice_failure,critical,D,129.97,68.88,4.29
5.31,83.62,33.93,2905.0,4.29,229.13,51.1,0.302,1.3,0,none,low,A,15.75,11.68,1.87
3.01,94.99,45.65,3073.0,3.55,174.01,48.48,0.185,9.4,0,none,low,A,31.56,14.85,2.04
0.69,100.54,62.56,1293.0,17.4,294.62,91.04,0.733,73.74,0,tear,high,D,144.93,48.4,5.91
2.55,97.11,64.87,2350.0,8.36,210.4,73.05,0.452,48.8,0,edge_damage,low,C,38.01,27.61,3.97
1.73,127.7,60.4,1676.0,17.0,254.32,84.0,0.602,81.53,1,joint_rupture,high,F,73.65,36.04,6.68
3.14,90.91,39.26,2554.0,3.81,163.67,49.55,0.196,14.84,0,none,low,B,28.99,15.37,2.33
3.29,94.25,28.48,3105.0,4.94,173.78,48.12,0.144,17.44,0,none,low,B,28.64,9.17,2.84
4.96,93.44,43.22,1812.0,2.22,217.38,49.81,0.122,17.58,0,none,low,B,18.85,23.86,1.02
5.3,86.26,29.99,3396.0,2.29,176.98,54.25,0.115,12.41,0,none,low,B,16.27,8.83,1.3
4.0,78.77,45.0,3106.0,1.77,179.32,53.59,0.145,19.96,0,none,low,B,19.68,14.49,0.99
3.23,88.17,57.56,2243.0,9.93,246.84,67.02,0.474,56.9,0,splice_wear,low,C,27.27,25.67,4.02
5.11,86.11,42.32,3234.0,5.47,223.58,47.18,0.263,18.51,0,none,low,B,16.86,13.09,2.45
0.92,123.92,78.0,903.0,13.17,262.18,81.75,0.509,75.21,1,splice_failure,critical,D,135.14,86.35,5.02
5.48,92.07,38.41,2539.0,1.95,186.96,65.77,0.115,21.59,0,none,low,B,16.81,15.12,1.04
5.25,93.52,42.76,2829.0,3.26,216.84,67.12,0.333,15.55,0,none,low,B,17.82,15.12,1.51
5.12,83.53,45.68,2518.0,1.31,180.72,55.22,0.142,2.56,0,none,low,A,16.3,18.14,0.73
3.21,77.57,44.38,3429.0,4.59,229.41,61.06,0.188,16.8,0,none,low,B,24.14,12.94,2.0
2.54,106.1,45.43,3262.0,5.82,233.94,69.07,0.304,37.7,0,splice_wear,low,C,41.85,13.93,2.49
3.96,94.49,51.84,2389.0,7.81,218.87,61.52,0.506,49.77,0,abrasion,low,C,23.88,21.7,3.57
3.48,93.77,36.99,2433.0,1.26,153.01,61.5,0.261,12.72,0,none,low,B,26.92,15.2,0.83
4.86,74.21,32.18,2421.0,2.43,169.8,59.84,0.295,20.61,0,none,low,B,15.26,13.29,1.43
3.18,76.84,49.56,2693.0,4.55,150.59,56.92,0.111,14.23,0,none,low,B,24.14,18.41,3.02
1.85,113.75,83.63,1608.0,9.58,282.6,79.8,0.735,77.31,1,splice_failure,high,D,61.44,52.0,3.39
3.15,92.9,41.54,1885.0,4.03,204.2,57.09,0.315,14.54,0,none,low,B,29.49,22.03,1.97
2.71,90.21,58.8,3291.0,9.46,243.97,69.15,0.598,34.31,1,edge_damage,medium,C,33.26,17.87,3.88
4.82,85.84,31.09,2386.0,3.81,217.92,55.2,0.376,11.01,0,none,low,B,17.82,13.03,1.75
4.99,84.58,49.12,2821.0,3.61,151.89,54.52,0.19,18.7,0,none,low,B,16.95,17.42,2.38
3.51,74.74,30.76,2122.0,5.43,211.99,61.91,0.339,6.74,0,none,low,A,21.27,14.5,2.56
3.17,102.6,47.06,3460.0,6.94,247.06,68.87,0.354,50.72,0,abrasion,medium,C,32.34,13.6,2.81
4.54,86.65,36.33,3409.0,5.37,206.64,61.41,0.176,16.42,0,none,low,B,19.07,10.66,2.6
3.36,94.99,41.69,2362.0,2.44,198.31,46.14,0.128,0.82,0,none,low,A,28.27,17.65,1.23
4.5,71.56,43.87,1961.0,4.43,228.55,60.9,0.365,23.7,0,none,low,B,15.9,22.37,1.94
4.76,91.3,35.85,2023.0,5.73,208.1,50.05,0.235,19.91,0,none,low,B,19.2,17.72,2.75
4.62,88.84,41.68,2580.0,4.75,208.21,59.49,0.208,10.15,0,none,low,B,19.21,16.16,2.28
3.04,99.77,61.73,2327.0,6.38,203.95,72.71,0.371,38.6,0,splice_wear,low,C,32.85,26.53,3.13
4.31,94.07,41.37,3467.0,5.21,152.88,60.14,0.186,13.99,0,none,low,B,21.82,11.93,3.41
3.87,93.08,32.55,3248.0,1.15,157.27,64.66,0.289,18.68,0,none,low,B,24.04,10.02,0.73
4.34,88.43,41.8,2443.0,5.8,204.09,65.88,0.319,18.39,0,none,low,B,20.36,17.11,2.84
3.9,91.46,33.12,1731.0,2.63,167.64,66.28,0.36,12.49,0,none,low,B,23.46,19.13,1.57
4.79,85.59,49.35,2618.0,2.68,191.52,67.52,0.309,16.8,0,none,low,B,17.88,18.85,1.4
4.86,88.76,34.98,2467.0,2.47,170.7,45.6,0.186,13.85,0,none,low,B,18.27,14.18,1.45
3.71,92.04,41.06,2716.0,3.02,204.12,49.37,0.346,2.92,0,none,low,A,24.82,15.12,1.48
3.85,88.69,40.09,2405.0,1.85,200.95,67.42,0.348,1.5,0,none,low,A,23.02,16.67,0.92
5.31,82.58,42.57,3325.0,5.37,190.15,55.07,0.202,17.98,0,none,low,B,15.54,12.8,2.82
3.62,78.91,31.9,2890.0,4.08,188.63,53.98,0.373,0.73,0,none,low,A,21.77,11.04,2.16
1.62,116.52,83.61,1055.0,13.68,283.23,80.17,0.909,94.18,1,splice_failure,high,D,72.11,79.27,4.83
2.57,88.06,59.57,2399.0,6.86,230.1,73.06,0.334,39.22,0,edge_damage,low,C,34.23,24.83,2.98
4.12,105.79,56.12,3399.0,7.06,208.3,71.98,0.457,47.38,0,splice_wear,low,C,25.7,16.51,3.39
4.02,86.94,32.99,2704.0,4.49,157.24,56.44,0.179,18.11,0,none,low,B,21.64,12.2,2.85
5.23,80.77,32.36,2376.0,3.04,184.31,58.47,0.256,3.74,0,none,low,A,15.44,13.62,1.65
4.82,83.99,35.9,3117.0,2.94,213.68,52.03,0.122,23.32,0,none,low,B,17.41,11.52,1.38
4.98,76.98,42.22,3247.0,1.21,216.45,58.14,0.282,13.08,0,none,low,B,15.45,13.0,0.56
3.02,111.27,60.05,2035.0,7.59,231.77,67.22,0.389,48.86,0,edge_damage,low,C,36.82,29.5,3.27
3.07,93.52,54.65,3439.0,6.79,236.6,66.88,0.391,25.87,0,splice_wear,low,C,30.49,15.89,2.87
5.13,89.96,33.88,1989.0,2.14,177.14,56.46,0.232,5.46,0,none,low,A,17.54,17.03,1.21
3.03,73.85,43.52,1987.0,3.34,197.3,65.4,0.367,18.64,0,none,low,B,24.36,21.9,1.69
4.44,89.66,28.38,2599.0,5.29,187.93,45.09,0.103,10.42,0,none,low,B,20.21,10.92,2.81
4.66,87.72,31.91,3277.0,3.21,161.43,62.58,0.337,15.98,0,none,low,B,18.82,9.74,1.99
2.71,113.02,78.69,2000.0,15.52,257.99,85.37,0.794,66.62,1,splice_failure,high,F,41.77,39.35,6.02
5.5,77.17,34.17,1819.0,1.82,172.81,63.24,0.372,24.38,0,none,low,B,14.04,18.78,1.05
5.2,78.21,30.48,3240.0,4.18,163.18,54.89,0.186,18.42,0,none,low,B,15.03,9.41,2.56
5.47,71.37,35.81,2464.0,3.52,175.27,61.77,0.362,23.47,0,none,low,B,13.04,14.53,2.01
1.88,124.78,67.59,1278.0,11.85,282.72,80.71,0.981,71.89,0,tear,critical,D,66.5,52.88,4.19
4.57,79.13,39.78,3077.0,5.09,226.63,63.96,0.269,4.49,0,none,low,A,17.32,12.93,2.25
3.14,86.66,45.77,2517.0,1.27,192.84,66.52,0.279,20.24,0,none,low,B,27.63,18.18,0.66
2.43,122.43,65.85,872.0,13.66,258.71,94.24,0.645,92.41,1,bearing_failure,critical,F,50.48,75.53,5.28
3.23,103.57,48.19,3936.0,9.57,210.02,62.18,0.326,56.83,0,edge_damage,low,C,32.03,12.24,4.56
4.5,71.79,32.99,3363.0,5.54,212.5,45.45,0.198,15.7,0,none,low,B,15.96,9.81,2.61
5.27,85.85,29.58,3318.0,5.79,156.22,57.24,0.191,9.82,0,none,low,A,16.28,8.92,3.71
4.45,93.95,39.07,1666.0,4.1,177.22,64.69,0.23,4.82,0,none,low,A,21.14,23.45,2.31
4.92,76.64,44.88,1912.0,2.61,187.24,66.69,0.38,5.17,0,none,low,A,15.57,23.48,1.39
3.37,82.75,38.13,3302.0,5.65,180.69,56.31,0.369,20.17,0,none,low,B,24.53,11.55,3.13
3.8,80.54,33.05,1899.0,1.19,201.47,51.04,0.116,5.77,0,none,low,A,21.2,17.4,0.59
1.71,112.48,84.45,1041.0,10.94,270.43,78.46,0.69,94.61,1,splice_failure,critical,F,65.87,81.15,4.04
4.2,111.34,55.99,3312.0,6.91,216.91,73.0,0.559,47.89,0,edge_damage,low,C,26.5,16.9,3.19
4.11,71.23,40.53,2265.0,4.79,174.45,58.64,0.261,0.12,0,none,low,A,17.31,17.89,2.74
3.73,92.06,31.23,2922.0,5.87,213.25,50.59,0.373,2.33,0,none,low,A,24.71,10.69,2.75
5.22,86.03,37.1,2086.0,2.88,190.72,52.34,0.391,23.33,0,none,low,B,16.48,17.79,1.51
3.88,112.08,62.01,2829.0,5.56,204.54,70.39,0.493,54.74,0,abrasion,low,C,28.87,21.92,2.72
3.88,73.31,42.79,2517.0,4.61,178.22,52.49,0.242,21.94,0,none,low,B,18.88,17.0,2.58
5.01,79.22,46.8,3104.0,2.74,205.51,48.67,0.369,10.11,0,none,low,B,15.81,15.08,1.34
4.76,90.52,33.2,2823.0,2.96,179.5,60.87,0.216,8.65,0,none,low,A,19.0,11.76,1.65
3.85,92.46,45.31,2334.0,8.03,242.55,60.38,0.311,56.59,0,abrasion,medium,C,24.0,19.42,3.31
4.22,106.01,53.04,2153.0,8.66,237.01,60.05,0.303,53.31,0,edge_damage,low,C,25.14,24.64,3.66
5.16,92.92,49.93,1807.0,5.31,171.28,58.59,0.252,0.45,0,none,low,A,18.01,27.63,3.1
3.88,108.55,60.91,2271.0,7.24,249.77,65.45,0.44,34.55,0,abrasion,medium,C,28.0,26.82,2.9
5.25,92.77,48.75,2540.0,4.39,212.28,48.01,0.28,0.86,0,none,low,A,17.67,19.19,2.07
3.39,74.57,36.03,2365.0,4.12,155.95,56.58,0.155,14.35,0,none,low,B,22.02,15.24,2.64
4.39,88.46,35.38,3030.0,3.16,188.73,59.91,0.106,16.35,0,none,low,B,20.14,11.68,1.68
3.77,72.14,30.0,3346.0,4.45,160.17,53.2,0.278,20.89,0,none,low,B,19.11,8.96,2.78
3.59,92.24,28.2,1903.0,5.8,199.07,51.02,0.12,0.7,0,none,low,A,25.68,14.82,2.91
5.2,80.4,43.85,3337.0,3.04,165.3,56.89,0.372,20.11,0,none,low,B,15.45,13.14,1.84
4.73,84.3,47.96,1745.0,3.67,220.36,54.43,0.245,1.76,0,none,low,A,17.82,27.49,1.67
3.81,93.63,34.22,2422.0,4.36,162.97,56.19,0.322,21.67,0,none,low,B,24.57,14.13,2.67
4.67,73.16,48.81,1765.0,4.87,171.19,66.47,0.316,18.85,0,none,low,B,15.66,27.65,2.85
4.11,85.45,44.94,1708.0,5.81,221.22,51.22,0.347,12.96,0,none,low,B,20.8,26.31,2.63
3.79,84.52,44.06,2322.0,4.15,205.95,61.36,0.116,21.49,0,none,low,B,22.32,18.98,2.01
3.66,76.04,38.63,3274.0,2.89,209.98,47.23,0.243,24.79,0,none,low,B,20.8,11.8,1.38
3.5,92.01,53.19,3560.0,8.86,213.69,76.6,0.478,38.3,0,edge_damage,medium,C,26.27,14.94,4.14
4.22,82.62,31.88,3125.0,3.71,160.49,62.62,0.38,23.68,0,none,low,B,19.6,10.2,2.31
3.34,82.96,30.48,3368.0,1.92,170.22,54.35,0.215,19.87,0,none,low,B,24.85,9.05,1.13
3.43,76.68,39.2,1795.0,4.06,195.26,61.44,0.381,22.81,0,none,low,B,22.38,21.84,2.08
2.76,94.07,62.9,3944.0,9.3,206.6,77.05,0.427,25.33,0,edge_damage,low,C,34.04,15.95,4.5
2.79,105.88,48.29,3507.0,9.84,246.77,60.4,0.48,49.34,1,edge_damage,low,C,38.01,13.77,3.99
4.34,74.23,35.09,2380.0,5.17,224.35,59.45,0.218,6.35,0,none,low,A,17.11,14.74,2.3
2.81,123.57,68.14,1780.0,12.68,272.87,89.9,0.54,61.85,1,bearing_failure,high,F,43.94,38.27,4.65
5.41,86.04,28.52,2360.0,5.38,174.12,47.17,0.328,15.15,0,none,low,B,15.9,12.08,3.09
3.13,73.51,41.7,1916.0,3.52,193.59,51.52,0.385,21.06,0,none,low,B,23.46,21.77,1.82
2.71,99.78,48.21,3957.0,5.79,229.25,66.55,0.492,29.52,0,abrasion,low,C,36.79,12.19,2.53
3.18,76.42,43.71,2460.0,3.01,162.12,55.16,0.331,6.6,0,none,low,A,24.03,17.77,1.86
4.67,94.32,41.35,1740.0,2.6,219.41,50.35,0.282,10.07,0,none,low,B,20.19,23.77,1.19
5.03,88.57,42.56,1973.0,1.49,196.09,57.73,0.157,1.41,0,none,low,A,17.6,21.57,0.76
5.48,89.59,48.28,1890.0,5.8,161.41,56.71,0.349,8.75,0,none,low,A,16.34,25.55,3.6
3.32,73.07,41.63,2851.0,4.89,194.53,59.85,0.104,4.05,0,none,low,A,22.01,14.6,2.51
3.86,90.28,59.33,3412.0,6.17,216.18,71.79,0.417,31.81,1,abrasion,low,C,23.4,17.39,2.85
0.76,120.82,72.98,1158.0,12.8,270.88,80.26,0.582,73.79,1,splice_failure,high,D,158.09,63.04,4.73
3.44,94.68,40.35,2875.0,2.63,157.58,67.45,0.186,10.6,0,none,low,B,27.55,14.03,1.67
3.06,90.26,39.8,2056.0,1.31,163.0,65.59,0.306,6.25,0,none,low,A,29.48,19.36,0.8
4.73,84.31,36.9,2227.0,2.08,203.57,67.33,0.153,14.93,0,none,low,B,17.84,16.57,1.02
4.12,76.35,46.15,2471.0,3.72,174.38,49.18,0.126,17.85,0,none,low,B,18.55,18.68,2.13
4.73,79.76,37.15,2438.0,2.84,158.05,52.12,0.299,16.64,0,none,low,B,16.88,15.23,1.8
4.15,74.84,32.63,1546.0,5.48,166.86,50.23,0.184,3.19,0,none,low,A,18.03,21.1,3.29
3.19,73.36,42.18,2179.0,4.54,194.59,50.89,0.295,2.91,0,none,low,A,23.01,19.36,2.33
4.09,76.7,41.29,3243.0,5.99,198.62,54.31,0.168,6.43,0,none,low,A,18.74,12.73,3.02
3.92,92.85,36.1,2247.0,2.92,216.93,59.97,0.284,8.35,0,none,low,A,23.7,16.07,1.34
4.24,100.38,52.97,2994.0,8.34,200.77,75.69,0.434,37.0,0,splice_wear,low,C,23.67,17.69,4.15
4.26,109.39,64.16,3768.0,9.67,251.52,72.48,0.351,34.51,0,abrasion,low,C,25.71,17.03,3.84
5.17,93.82,36.91,2513.0,5.86,172.1,63.22,0.168,17.04,0,none,low,B,18.15,14.69,3.4
5.21,84.04,32.09,1949.0,3.47,226.93,62.7,0.246,8.44,0,none,low,A,16.13,16.47,1.53
4.87,89.6,35.14,2942.0,4.29,226.73,66.42,0.337,18.08,0,none,low,B,18.39,11.94,1.89
5.11,80.69,33.99,2268.0,5.18,161.89,55.49,0.248,0.92,0,none,low,A,15.77,14.98,3.2
5.07,90.77,34.43,3250.0,4.86,183.43,62.21,0.388,11.47,0,none,low,B,17.91,10.6,2.65
5.35,85.09,30.32,2645.0,3.5,218.45,57.21,0.177,16.89,0,none,low,B,15.89,11.46,1.6
3.58,84.34,46.07,1557.0,4.15,177.97,51.73,0.218,8.55,0,none,low,A,23.54,29.59,2.33
3.97,87.82,64.03,3245.0,8.53,217.88,67.42,0.367,57.64,0,splice_wear,medium,C,22.14,19.73,3.92
3.94,105.28,59.11,2978.0,6.91,213.32,74.84,0.483,40.55,1,abrasion,low,C,26.72,19.85,3.24
2.72,124.31,69.36,1078.0,15.61,271.32,78.52,0.893,71.88,1,tear,high,D,45.75,64.36,5.75
4.56,78.41,32.65,2126.0,1.89,222.15,54.14,0.174,11.21,0,none,low,B,17.19,15.35,0.85
4.86,94.28,37.64,3222.0,3.83,162.58,60.88,0.254,16.27,0,none,low,B,19.4,11.68,2.36
4.3,107.52,54.77,3206.0,6.63,259.02,72.01,0.313,36.43,0,splice_wear,low,C,24.99,17.08,2.56
4.13,78.32,37.64,2025.0,1.82,205.13,56.84,0.16,7.99,0,none,low,A,18.99,18.59,0.89
3.18,73.69,29.61,3125.0,4.76,210.27,61.48,0.301,11.92,0,none,low,B,23.17,9.48,2.26
3.1,85.54,45.11,2501.0,2.79,172.19,59.78,0.308,21.77,0,none,low,B,27.63,18.04,1.62
4.92,84.03,47.42,2556.0,3.59,196.23,62.23,0.389,1.84,0,none,low,A,17.06,18.56,1.83
5.34,83.25,41.53,2465.0,1.47,211.45,62.19,0.194,7.66,0,none,low,A,15.58,16.85,0.69
4.26,92.7,56.86,3872.0,8.39,224.87,72.41,0.403,34.7,1,abrasion,medium,C,21.75,14.68,3.73
3.89,71.23,28.68,2608.0,4.81,192.99,64.34,0.11,9.17,0,none,low,A,18.32,11.0,2.49
4.12,71.81,48.99,1947.0,5.61,184.07,67.67,0.266,23.27,0,none,low,B,17.44,25.17,3.05
4.87,92.58,31.07,1692.0,3.12,224.69,57.47,0.258,3.53,0,none,low,A,19.01,18.36,1.39
5.03,72.19,41.94,3329.0,2.04,203.22,46.81,0.281,4.1,0,none,low,A,14.37,12.6,1.01
3.43,102.98,48.43,3483.0,6.51,239.74,62.85,0.506,29.49,0,abrasion,medium,C,30.05,13.9,2.72
4.26,111.75,48.93,3228.0,5.44,223.49,72.84,0.498,46.86,0,splice_wear,low,C,26.21,15.16,2.43
4.8,82.6,43.59,1998.0,2.62,176.74,45.59,0.202,20.08,0,none,low,B,17.22,21.82,1.48
1.64,100.92,81.98,816.0,17.5,284.25,81.84,0.962,60.93,1,splice_failure,high,F,61.59,100.51,6.16
2.83,106.1,63.67,1827.0,15.13,263.06,80.39,0.9,77.25,1,splice_failure,critical,D,37.43,34.85,5.75
4.8,91.36,33.65,1542.0,2.12,154.52,47.38,0.229,5.75,0,none,low,A,19.04,21.83,1.37
3.63,93.51,47.93,2634.0,2.77,180.49,54.47,0.318,11.29,0,none,low,B,25.73,18.2,1.54
1.34,116.82,62.38,1041.0,12.72,264.43,92.53,0.579,77.32,1,joint_rupture,critical,D,87.19,59.94,4.81
4.03,75.91,44.06,1763.0,4.4,217.4,50.25,0.36,0.83,0,none,low,A,18.85,24.98,2.02
3.79,92.5,61.73,3025.0,5.68,234.26,67.34,0.498,55.87,0,splice_wear,medium,C,24.4,20.41,2.42
4.44,80.06,36.24,1866.0,3.15,228.76,51.85,0.28,19.41,0,none,low,B,18.04,19.42,1.38
